Inputs,Tool Outputs
Open directions to the nearest Italian restaurant in downtown and then send a message to Mom about dinner plans.,"{'maps_show_directions': ['', 'Italian restaurant in downtown', 'd'], 'get_phone_number': ['Mom'], 'send_sms': [['$2'], ""Hey Mom, I'm planning dinner at a nice Italian restaurant downtown. I'll send you the directions shortly!""], 'join': []}"
"Forward the email with the latest updates to Alice and Bob, and include Lisa in cc for their information.","{'get_email_address': ['Lisa'], 'forward_email': [['$1', '$2'], ['$3'], 'Please find the latest updates attached.', []], 'join': []}"
"Open the note \""Project Ideas\"" in the \""Work\"" folder, then summarize the document named \""ProductLaunch.pdf\"" and show directions from \""Home\"" to \""Workplace\"" using public transit.","{'open_note': ['Project Ideas', 'Work'], 'open_and_get_file_path': ['ProductLaunch.pdf'], 'summarize_pdf': ['$2'], 'maps_show_directions': ['Home', 'Workplace', 'r'], 'join': []}"
"Open the location \""Eleven Madison Park, New York\"" in Apple Maps.","{'maps_open_location': ['Eleven Madison Park, New York'], 'join': []}"
"Send an SMS to Mom and Dad with the message \""Running late for dinner,\"" create a calendar event for tomorrow's team course from 9:00 AM to 10:00 AM at the office, and get directions from the current location to the nearest gas station for walking.","{'get_phone_number': ['Dad'], 'send_sms': [['$1', '$2'], 'Running late for dinner'], 'create_calendar_event': ['Team Course', '2027-08-26 09:00:00', '2027-08-26 10:00:00', 'the office', [], '', None], 'maps_show_directions': ['', 'nearest gas station', 'w'], 'join': []}"
"Compose a new email to Jane with the subject \""Class Outline\"" and attach the presentation slides. Include the Zoom link for the virtual seminar in the context.","{'get_email_address': ['Jane'], 'open_and_get_file_path': ['presentation slides'], 'get_zoom_meeting_link': ['Virtual Seminar', '2026-06-27 09:00:00', 60, ['$1']], 'compose_new_email': [['$1'], [], 'Class Outline', '$3', ['$2']], 'join': []}"
"Add the new section on \""Market Trends\"" to the note \""Business Analysis\"" in the \""Quarterly Reports\"" folder.","{'append_note_content': ['Business Analysis', 'Market Trends', 'Quarterly Reports'], 'join': []}"
"Open Apple Maps to the location of the new restaurant \""Tasty Bites\"" on Main Street. After that, send an SMS to Emma and John inviting them to the grand opening next Friday, and finally, open the note titled \""Menu Ideas\"" in the \""Restaurant Planning\"" folder.","{'maps_open_location': ['Tasty Bites on Main Street'], 'get_phone_number': ['John'], 'send_sms': [['$2', '$3'], ""Hi! You're invited to the grand opening of Tasty Bites on Main Street next Friday. Hope to see you there!""], 'open_note': ['Menu Ideas', 'Restaurant Planning'], 'join': []}"
"Open the note titled \""Get-together Timetable\"" in the \""Work\"" folder.","{'open_note': ['Get-together Timetable', 'Work'], 'join': []}"
"Compose a new email to John and Sarah with the subject \""Tournament Itinerary\"" and attach the file \""Itinerary.docx.\"" Additionally, include the zoom link for the rally in the context.","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['Itinerary.docx'], 'get_zoom_meeting_link': ['Rally', '2027-01-29 17:22:00', 60, ['$1', '$2']], 'compose_new_email': [['$1', '$2'], [], 'Tournament Itinerary', '$4', ['$3']], 'join': []}"
"Create a reminder to \""Buy Birthday Cake\"" due tomorrow with a note to purchase decorations, forward the email with the subject \""Party Planning\"" to Jane and Mark with the attachment \""Party_Details.pdf,\"" and create a calendar event titled \""Birthday Party\"" for this Saturday at 4:00 PM at \""Home\"" inviting Sarah and Tom.","{'create_reminder': ['Buy Birthday Cake', '2024-04-04', 'Purchase decorations', '', 0, True], 'get_email_address': ['Tom'], 'open_and_get_file_path': ['Party_Details.pdf'], 'forward_email': [['$2', '$3'], [], 'Party Planning', ['$4']], 'create_calendar_event': ['Birthday Party', '2024-04-07 16:00:00', '2024-04-07 17:00:00', 'Home', ['$6', '$7'], '', None], 'join': []}"
"Create a calendar event titled \""Business Conference\"" from tomorrow at 10:00 AM to 2:00 PM at Addison Convention Center with invitees including managers@company.com and notes for the lecture list. Additionally, open the note \""Presentation Outline\"" in the \""Work\"" folder to review.","{'create_calendar_event': ['Business Conference', '2027-02-12 10:00:00', '2027-02-12 14:00:00', 'Addison Convention Center', ['managers@company.com'], 'Lecture list', None], 'open_note': ['Presentation Outline', 'Work'], 'join': []}"
"Send a message to Dad and Mom with the directions from \""Home\"" to \""Grandma's House\"" by walking.","{'get_phone_number': ['Mom'], 'maps_show_directions': ['Home', ""Grandma's House"", 'w'], 'send_sms': [['$1', '$2'], '$3'], 'join': []}"
"Forward the latest email to Sarah and Michael, attach the project proposal document, and include the additional notes for their review.","{'get_email_address': ['Michael'], 'open_and_get_file_path': ['project proposal document'], 'forward_email': [['$1', '$2'], [], 'Please review the attached project proposal document along with the additional notes.', ['$3']], 'join': []}"
"Open the document \""Campaign_Calendar.docx\"" for review.","{'open_and_get_file_path': ['Campaign_Calendar.docx'], 'join': []}"
"Open the file \""VacationPlanning.docx\"", create a reminder for packing tomorrow, append the packing list to the note \""Vacation Checklist\"" in the \""Travel\"" folder, and open Apple Maps to locate the nearest grocery store for last-minute items.","{'open_and_get_file_path': ['VacationPlanning.docx'], 'create_reminder': ['Packing for Vacation', '2027-02-03 05:05:00', '', '', 0, True], 'open_note': ['Vacation Checklist', 'Travel'], 'maps_open_location': ['nearest grocery store'], 'append_note_content': ['Vacation Checklist', '$1', 'Travel'], 'join': []}"
Show walking directions from your current location to the nearest grocery store and set a reminder to buy groceries tomorrow before 5 PM.,"{'maps_show_directions': ['', 'nearest grocery store', 'w'], 'create_reminder': ['Buy groceries', '2024-04-08 17:00:00', '', '', 0, True], 'join': []}"
"Show walking directions from \""Home\"" to \""School\"" in Apple Maps and then append these directions to the note titled \""Walking Directions\"" in the \""Travel\"" folder.","{'maps_show_directions': ['Home', 'School', 'w'], 'append_note_content': ['Walking Directions', '$1', 'Travel'], 'join': []}"
"Forward the invitation email for the team outing to John, Lisa, and Sam with the latest updates attached. After that, send an SMS to Alex about the event details and check the driving directions from your current location to \""Pine Woods Park\"".","{'get_email_address': ['Sam'], 'get_phone_number': ['Alex'], 'open_and_get_file_path': ['latest updates'], 'forward_email': [['$1', '$2', '$3'], [], '', ['$5']], 'send_sms': [['$4'], 'Hi Alex, just wanted to remind you about the team outing event details. Looking forward to seeing you there!'], 'maps_show_directions': ['', 'Pine Woods Park', 'd'], 'join': []}"
"Open Apple Maps to view directions from \""Home\"" to \""5th Avenue\"" for the family picnic tomorrow.","{'maps_show_directions': ['Home', '5th Avenue', 'd'], 'join': []}"
"Add the conference timetable for next week to the \""Team Get-togethers\"" note.","{'open_and_get_file_path': ['conference timetable'], 'append_note_content': ['Team Get-togethers', '$1', ''], 'join': []}"
"Add the new recipe for banana bread to the note \""Delicious Baking Ideas\"" in the \""Recipes\"" folder.","{'append_note_content': ['Delicious Baking Ideas', 'New Recipe: Banana Bread Ingredients: - Ripe bananas - All-purpose flour - Baking soda - Salt - Butter - Brown sugar - Eggs - Vanilla extract - Cinnamon - Nutmeg', 'Recipes'], 'join': []}"
"Open Apple Maps and show directions from \""Home\"" to \""University Library\"".","{'maps_show_directions': ['Home', 'University Library', 'd'], 'join': []}"
"Reply to the email from Sarah with the project update attached and cc John for additional visibility, also get the email address for John for future correspondences.","{'get_email_address': ['John'], 'open_and_get_file_path': ['project update'], 'reply_to_email': [['$1'], 'Please find the attached project update.', ['$2']], 'join': []}"
"Please open the file \""PresentationSlides.pptx.\""","{'open_and_get_file_path': ['PresentationSlides.pptx'], 'join': []}"
"Compose a new email to Alex and Sarah with the subject \""Competition Itinerary\"" and attach the document \""CompetitionNotes.docx.\""","{'get_email_address': ['Sarah'], 'open_and_get_file_path': ['CompetitionNotes.docx'], 'compose_new_email': [['$1', '$2'], [], 'Competition Itinerary', '', ['$3']], 'join': []}"
"Create a reminder to study for the exam due next week, summarize the \""Study Materials.pdf\"" for the same exam, and create a note with the key points. Finally, open the location of the library on Apple Maps to plan your study session.","{'create_reminder': ['Study for Exam', '2024-06-02 23:59:59', 'Study for the exam due next week.', '', 0, True], 'open_and_get_file_path': ['Study Materials.pdf'], 'summarize_pdf': ['$2'], 'create_note': ['Exam Study Key Points', '$3', ''], 'maps_open_location': ['library'], 'join': []}"
"Set a reminder to \""Study for Math Exam\"" for next Monday with high priority.","{'create_reminder': ['Study for Math Exam', '2024-08-20 08:00:00', '', '', 1, True], 'join': []}"
"Append the key points of the \""BusinessPlan.pdf\"" to the \""Strategy Notes\"" in the \""Business Strategies\"" folder.","{'open_and_get_file_path': ['BusinessPlan.pdf'], 'summarize_pdf': ['$1'], 'append_note_content': ['Strategy Notes', '$2', 'Business Strategies'], 'join': []}"
"Open the note \""Ideas for Presentation\"" in the \""Partys\"" folder, then send an SMS to John and Sarah with the message \""Party moved to tomorrow at 3 PM.\""","{'get_phone_number': ['Sarah'], 'open_note': ['Ideas for Presentation', 'Partys'], 'send_sms': [['$1', '$2'], 'Party moved to tomorrow at 3 PM.'], 'join': []}"
"Create a reminder to 'Submit Monthly Report' by next Friday at 5:00 PM, open the file 'ConcertOutline.docx' for review, and then open the location for 'The Peninsula' in Apple Maps.","{'create_reminder': ['Submit Monthly Report', '2024-05-24 17:00:00', '', '', 0, False], 'open_and_get_file_path': ['ConcertOutline.docx'], 'maps_open_location': ['The Peninsula'], 'join': []}"
"Send a reminder text to Mom and Dad: \""Don't forget to pick up the cake for Jessica's birthday tomorrow.\""","{'get_phone_number': ['Dad'], 'send_sms': [['$1', '$2'], ""Don't forget to pick up the cake for Jessica's birthday tomorrow.""], 'join': []}"
"Schedule a study group session on Sunday from 1:00 PM to 3:00 PM at the library with John, Sarah, and Emily invited.","{'get_email_address': ['Emily'], 'create_calendar_event': ['Study Group Session', '2024-09-01 13:00:00', '2024-09-01 15:00:00', 'the library', ['$1', '$2', '$3'], '', None], 'join': []}"
"Create a calendar event titled \""Team Building Activity\"" next Saturday from 9:00 AM to 12:00 PM at \""City Park\"" inviting alex@domain.com and ben@domain.com, and summarize the \""TeamBuildingGuide.pdf\"" file for preparation.","{'create_calendar_event': ['Team Building Activity', '2028-05-20 09:00:00', '2028-05-20 12:00:00', 'City Park', ['alex@domain.com', 'ben@domain.com'], '', None], 'open_and_get_file_path': ['TeamBuildingGuide.pdf'], 'summarize_pdf': ['$2'], 'join': []}"
"Open the document \""EssayDraft.docx,\"" create a new note called \""Study Plan\"" with the text detailing your upcoming exams schedule, and then search for John's email address to share the study plan with him.","{'open_and_get_file_path': ['EssayDraft.docx'], 'create_note': ['Study Plan', 'Text detailing your upcoming exams schedule', ''], 'get_email_address': ['John'], 'compose_new_email': [['$3'], [], 'Study Plan Details', 'Here is the study plan and schedule for the upcoming exams.', []], 'join': []}"
"Please open the note titled \""Project Ideas\"" in the \""Work\"" folder.","{'open_note': ['Project Ideas', 'Work'], 'join': []}"
"Please summarize the \""Annual Report.pdf\"".","{'open_and_get_file_path': ['Annual Report.pdf'], 'summarize_pdf': ['$1'], 'join': []}"
Reply to Laura's email and include the updated project proposal 'Project_Proposal_v2.pdf' in the response.,"{'get_email_address': ['Laura'], 'open_and_get_file_path': ['Project_Proposal_v2.pdf'], 'reply_to_email': [['$1'], 'Please find the attached updated project proposal.', ['$2']], 'join': []}"
"Create a study group session titled \""Biology Review\"" from 4:00 PM to 6:00 PM next Wednesday at the \""Library\"" and invite Sarah, Alex, and Emily to join.","{'get_email_address': ['Emily'], 'create_calendar_event': ['Biology Review', '2026-10-28 16:00:00', '2026-10-28 18:00:00', 'Library', ['$1', '$2', '$3'], '', None], 'join': []}"
"Open Apple Maps and display directions from your current location to \""Newark.\"" Additionally, open the file \""VacationPlans.docx\"" and append the travel itinerary notes to the \""Travel\"" note.","{'maps_show_directions': ['', 'Newark', 'd'], 'open_and_get_file_path': ['VacationPlans.docx'], 'open_note': ['Travel', ''], 'append_note_content': ['Travel', '$2', ''], 'join': []}"
